,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41578,52,0,143849.0,1,7.0,6,0,1,4,0,0.0,0.0,20.0,38,<=50K
41579,24,5,97277.0,8,11.0,0,7,4,4,0,0.0,0.0,10.0,38,<=50K
41580,23,3,199303.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41581,40,3,124852.0,15,10.0,4,5,3,2,1,0.0,0.0,40.0,38,<=50K
41582,9,3,50053.0,9,13.0,2,3,0,4,1,0.0,0.0,55.0,38,<=50K
41583,36,3,97005.0,11,9.0,2,2,0,4,1,0.0,0.0,46.0,38,>50K
41584,72,3,175444.0,5,4.0,5,9,1,4,0,0.0,0.0,15.0,38,<=50K
41585,22,3,337898.0,9,13.0,0,3,1,4,1,0.0,0.0,55.0,38,<=50K
41586,34,0,124076.0,9,13.0,6,0,1,4,0,0.0,0.0,40.0,38,<=50K
41587,39,0,277420.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,32,>50K
41588,34,3,280278.0,0,6.0,5,0,4,2,0,0.0,0.0,40.0,38,<=50K
41589,0,3,241185.0,2,8.0,4,9,3,4,1,0.0,0.0,20.0,38,<=50K
41590,25,3,202188.0,15,10.0,0,3,1,4,0,0.0,1741.0,50.0,38,<=50K
41591,25,3,198422.0,15,10.0,0,0,3,4,0,0.0,0.0,40.0,38,<=50K
41592,12,3,82242.0,14,15.0,4,9,4,4,1,27828.0,0.0,45.0,10,>50K
41593,16,3,178429.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
41594,30,3,185866.0,14,15.0,2,9,0,4,1,0.0,0.0,60.0,38,>50K
41595,26,3,212847.0,15,10.0,0,6,1,4,1,0.0,0.0,40.0,38,<=50K
41596,47,5,219661.0,14,15.0,2,9,0,4,1,0.0,0.0,9.0,38,>50K
41597,23,3,321856.0,11,9.0,0,13,1,4,1,0.0,0.0,60.0,38,>50K
41598,4,3,313873.0,4,3.0,4,5,1,4,1,0.0,0.0,40.0,25,<=50K
41599,14,3,144064.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,<=50K
41600,43,3,139586.0,8,11.0,6,3,4,1,0,0.0,0.0,40.0,38,>50K
41601,15,3,419691.0,2,8.0,2,11,0,4,1,0.0,0.0,40.0,38,>50K
41602,49,3,212759.0,9,13.0,2,9,0,4,1,6767.0,0.0,20.0,38,<=50K
41603,10,3,195562.0,11,9.0,4,2,3,2,1,0.0,0.0,20.0,38,<=50K
41604,23,3,205706.0,11,9.0,2,3,5,4,0,0.0,0.0,40.0,38,<=50K
41605,10,3,131310.0,11,9.0,2,7,5,4,0,0.0,0.0,40.0,38,>50K
41606,1,3,54440.0,15,10.0,4,7,3,4,1,0.0,0.0,30.0,38,<=50K
41607,26,3,200734.0,11,9.0,5,7,1,2,0,0.0,0.0,40.0,38,<=50K
41608,35,3,81859.0,11,9.0,2,6,0,4,1,0.0,0.0,48.0,38,>50K
41609,14,3,159589.0,11,9.0,4,7,1,4,1,0.0,0.0,85.0,38,<=50K
41610,11,3,300915.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,<=50K
41611,27,3,185057.0,12,14.0,4,9,1,4,0,0.0,0.0,35.0,38,<=50K
41612,20,5,42044.0,15,10.0,2,4,0,4,1,0.0,0.0,84.0,38,<=50K
41613,18,3,166416.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,>50K
41614,25,3,212737.0,6,5.0,5,2,4,2,1,0.0,0.0,40.0,38,<=50K
41615,1,3,236069.0,0,6.0,4,7,3,2,1,0.0,0.0,10.0,38,<=50K
41616,29,4,216414.0,12,14.0,2,11,0,4,1,0.0,1977.0,60.0,38,>50K
41617,37,0,27432.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,38,>50K
41618,37,3,145419.0,11,9.0,2,11,0,4,1,0.0,1672.0,50.0,38,<=50K
41619,39,3,147202.0,15,10.0,0,0,1,4,0,0.0,0.0,45.0,10,<=50K
41620,10,3,29261.0,15,10.0,4,11,4,4,1,0.0,0.0,50.0,38,<=50K
41621,9,3,359543.0,9,13.0,4,0,3,4,0,0.0,0.0,40.0,25,<=50K
41622,24,1,227644.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41623,24,3,90021.0,11,9.0,2,5,0,4,1,0.0,0.0,40.0,38,<=50K
41624,15,3,188154.0,15,10.0,0,6,4,4,0,0.0,0.0,40.0,38,<=50K
41625,1,3,110142.0,11,9.0,4,0,3,4,0,0.0,0.0,30.0,38,<=50K
41626,19,3,186415.0,11,9.0,2,5,0,4,1,0.0,0.0,65.0,38,<=50K
41627,20,3,175720.0,0,6.0,4,5,1,4,1,0.0,0.0,40.0,38,<=50K
41628,14,3,172865.0,4,3.0,4,4,3,4,1,0.0,0.0,25.0,25,<=50K
41629,29,3,35969.0,9,13.0,2,3,0,4,1,0.0,0.0,51.0,38,<=50K
41630,7,3,433330.0,11,9.0,0,6,1,4,1,0.0,0.0,40.0,38,<=50K
41631,8,4,160261.0,9,13.0,4,3,3,1,1,0.0,0.0,35.0,35,<=50K
41632,38,3,189528.0,4,3.0,2,2,0,4,1,0.0,0.0,50.0,38,<=50K
41633,47,1,113324.0,11,9.0,6,3,1,4,1,0.0,0.0,40.0,38,<=50K
41634,13,1,118500.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,<=50K
41635,48,3,89681.0,12,14.0,4,9,1,4,1,0.0,0.0,99.0,38,<=50K
41636,29,0,199925.0,9,13.0,0,9,1,4,1,0.0,0.0,40.0,38,<=50K
41637,28,3,102308.0,12,14.0,2,3,0,4,1,15024.0,0.0,60.0,38,>50K
41638,1,3,444607.0,15,10.0,4,11,3,4,0,0.0,0.0,25.0,38,<=50K
41639,15,3,176998.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,<=50K
41640,21,3,94559.0,9,13.0,2,9,5,3,0,7688.0,0.0,50.0,38,>50K
41641,17,6,366198.0,10,16.0,2,9,0,4,1,0.0,0.0,45.0,10,>50K
41642,18,3,180686.0,11,9.0,2,2,0,4,1,3137.0,0.0,40.0,38,<=50K
41643,9,3,108019.0,11,9.0,4,2,3,4,1,3325.0,0.0,40.0,38,<=50K
41644,7,3,153542.0,15,10.0,4,11,2,4,1,0.0,0.0,35.0,38,<=50K
41645,28,5,210364.0,11,9.0,2,11,0,4,1,15024.0,0.0,80.0,38,>50K
41646,19,3,185394.0,0,6.0,4,5,1,4,0,0.0,0.0,34.0,38,<=50K
41647,27,3,222703.0,5,4.0,2,6,0,3,1,0.0,0.0,40.0,26,<=50K
41648,6,3,183945.0,15,10.0,4,0,1,4,0,0.0,0.0,60.0,38,<=50K
41649,40,3,161964.0,11,9.0,2,2,0,4,1,0.0,0.0,55.0,38,<=50K
41650,24,5,375574.0,15,10.0,2,11,0,4,1,0.0,0.0,60.0,25,>50K
41651,3,1,312427.0,11,9.0,2,10,0,2,1,0.0,0.0,30.0,32,<=50K
41652,15,3,53373.0,15,10.0,2,2,0,4,1,0.0,0.0,36.0,38,<=50K
41653,43,3,166330.0,11,9.0,2,7,5,4,0,99999.0,0.0,40.0,38,>50K
41654,21,4,124665.0,9,13.0,4,2,1,4,0,0.0,0.0,20.0,38,<=50K
41655,12,3,146719.0,11,9.0,4,13,1,4,0,0.0,0.0,45.0,38,<=50K
41656,5,3,306593.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,38,<=50K
41657,4,3,156687.0,15,10.0,4,11,3,1,1,0.0,0.0,30.0,18,<=50K
41658,23,1,153489.0,11,9.0,2,7,2,4,1,3137.0,0.0,40.0,38,<=50K
41659,42,3,231377.0,15,10.0,2,3,0,4,1,0.0,1848.0,45.0,38,>50K
41660,28,6,127089.0,12,14.0,0,3,1,4,1,0.0,0.0,45.0,38,<=50K
41661,59,1,329355.0,11,9.0,6,7,1,4,0,0.0,0.0,13.0,38,<=50K
41662,28,3,178319.0,9,13.0,2,6,0,4,1,0.0,0.0,40.0,38,>50K
41663,32,1,304246.0,12,14.0,5,9,4,4,0,0.0,0.0,70.0,38,<=50K
41664,19,1,174640.0,8,11.0,4,10,1,2,0,0.0,0.0,60.0,38,>50K
41665,5,3,148294.0,1,7.0,4,2,3,4,1,0.0,0.0,35.0,38,<=50K
41666,30,3,298037.0,8,11.0,0,9,4,4,0,0.0,0.0,44.0,38,<=50K
41667,9,3,98155.0,11,9.0,1,11,0,4,1,0.0,0.0,55.0,38,<=50K
41668,4,3,102766.0,15,10.0,0,2,3,4,1,0.0,0.0,40.0,38,<=50K
41669,10,3,78529.0,11,9.0,4,13,3,4,0,0.0,0.0,15.0,38,<=50K
41670,9,3,136309.0,9,13.0,4,7,1,4,1,0.0,0.0,40.0,38,<=50K
41671,3,3,275357.0,8,11.0,4,12,3,4,0,0.0,0.0,25.0,38,<=50K
41672,14,5,33117.0,12,14.0,4,9,1,4,1,0.0,0.0,45.0,8,<=50K
41673,40,1,199546.0,12,14.0,0,7,4,2,0,0.0,0.0,40.0,38,<=50K
41674,22,3,184128.0,1,7.0,0,11,2,4,0,0.0,0.0,40.0,38,<=50K
41675,19,3,337039.0,7,12.0,4,12,1,2,1,14344.0,0.0,40.0,8,>50K
41676,49,3,126511.0,15,10.0,2,3,0,4,1,0.0,0.0,45.0,38,<=50K
41677,17,1,325792.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41678,63,3,91901.0,11,9.0,2,9,0,4,1,0.0,0.0,25.0,38,<=50K
41679,4,3,119474.0,11,9.0,4,7,2,4,0,0.0,0.0,40.0,38,<=50K
41680,23,3,153238.0,9,13.0,2,3,0,4,1,0.0,1902.0,32.0,38,>50K
41681,32,1,321851.0,7,12.0,0,0,1,4,0,0.0,0.0,30.0,38,<=50K
41682,31,5,108557.0,15,10.0,0,11,1,4,0,3325.0,0.0,60.0,38,<=50K
41683,2,6,67217.0,15,10.0,4,7,1,4,1,594.0,0.0,24.0,38,<=50K
41684,25,3,195508.0,1,7.0,2,13,0,2,1,0.0,0.0,40.0,38,<=50K
41685,42,3,102193.0,11,9.0,2,13,0,4,1,0.0,0.0,45.0,38,<=50K
41686,46,3,20323.0,15,10.0,0,7,1,4,0,0.0,0.0,40.0,38,<=50K
41687,9,3,122206.0,11,9.0,4,2,2,4,1,0.0,0.0,40.0,38,<=50K
41688,24,3,200652.0,6,5.0,0,7,2,4,0,0.0,0.0,35.0,38,<=50K
41689,25,3,173590.0,15,10.0,2,0,0,4,1,0.0,1628.0,40.0,38,<=50K
41690,2,3,184121.0,11,9.0,4,7,3,4,1,0.0,0.0,20.0,38,<=50K
41691,28,1,53123.0,1,7.0,2,7,5,4,0,0.0,0.0,25.0,38,<=50K
41692,30,3,175990.0,11,9.0,2,7,5,4,0,0.0,0.0,30.0,38,>50K
41693,30,3,316101.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,<=50K
41694,17,3,34080.0,8,11.0,2,2,0,4,1,0.0,0.0,40.0,8,<=50K
41695,32,5,219718.0,9,13.0,2,11,0,4,1,15024.0,0.0,40.0,38,>50K
41696,19,3,126954.0,11,9.0,0,13,1,4,1,0.0,0.0,40.0,38,<=50K
41697,36,3,99185.0,11,9.0,6,2,4,4,1,0.0,0.0,40.0,38,>50K
41698,4,3,40052.0,15,10.0,4,9,1,4,1,0.0,2001.0,45.0,38,<=50K
41699,22,3,120074.0,11,9.0,0,5,1,4,1,0.0,0.0,40.0,38,<=50K
41700,35,5,77336.0,8,11.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41701,1,3,60981.0,15,10.0,4,11,3,4,0,2176.0,0.0,35.0,38,<=50K
41702,42,3,77884.0,8,11.0,4,2,1,1,1,0.0,0.0,40.0,38,<=50K
41703,33,3,65408.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,>50K
41704,14,3,173279.0,9,13.0,2,12,0,1,1,0.0,0.0,40.0,38,>50K
41705,35,3,318351.0,15,10.0,2,9,5,4,0,0.0,0.0,40.0,38,>50K
41706,24,5,157686.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
41707,28,3,277434.0,7,12.0,6,12,4,4,1,0.0,0.0,40.0,38,>50K
41708,37,1,184620.0,12,14.0,0,9,1,4,0,0.0,0.0,40.0,38,<=50K
41709,5,3,34443.0,11,9.0,4,4,1,4,1,0.0,0.0,25.0,38,<=50K
41710,33,3,268553.0,11,9.0,2,13,0,4,1,7298.0,0.0,40.0,38,>50K
41711,3,3,41356.0,7,12.0,4,9,1,4,0,0.0,0.0,32.0,38,<=50K
41712,26,3,459342.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,<=50K
41713,31,1,148549.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,<=50K
41714,7,3,254293.0,9,13.0,4,3,1,4,1,2174.0,0.0,45.0,38,<=50K
41715,37,3,104501.0,15,10.0,2,11,0,4,1,15024.0,0.0,40.0,38,>50K
41716,9,3,238367.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,38,<=50K
41717,36,3,180439.0,9,13.0,2,2,0,4,1,0.0,0.0,40.0,38,>50K
41718,34,4,100029.0,10,16.0,2,9,0,4,1,15024.0,0.0,40.0,38,>50K
41719,37,3,215990.0,12,14.0,2,3,0,4,1,0.0,1887.0,44.0,38,>50K
41720,15,6,111567.0,11,9.0,2,2,0,4,1,0.0,0.0,49.0,38,>50K
41721,29,3,319163.0,11,9.0,2,2,0,2,1,0.0,0.0,40.0,38,<=50K
41722,43,3,160155.0,9,13.0,2,9,0,4,1,0.0,0.0,12.0,38,<=50K
41723,35,1,378045.0,11,9.0,0,0,1,4,0,0.0,0.0,45.0,38,<=50K
41724,27,3,177083.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,<=50K
41725,39,4,119891.0,15,10.0,2,3,0,4,1,0.0,1672.0,40.0,38,<=50K
41726,40,3,127779.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,<=50K
41727,18,3,299353.0,11,9.0,4,7,4,2,0,0.0,0.0,40.0,38,<=50K
41728,13,3,63861.0,7,12.0,4,12,1,4,0,0.0,0.0,40.0,38,<=50K
41729,12,3,112403.0,15,10.0,4,5,1,4,1,0.0,0.0,35.0,38,<=50K
41730,32,3,83610.0,9,13.0,2,3,0,4,1,7688.0,0.0,66.0,38,>50K
41731,11,3,452808.0,0,6.0,4,5,1,4,1,0.0,0.0,40.0,38,<=50K
41732,13,3,176871.0,15,10.0,5,0,4,2,0,0.0,0.0,40.0,38,<=50K
41733,28,3,100651.0,11,9.0,0,7,1,4,1,0.0,1980.0,40.0,38,<=50K
41734,0,3,266134.0,0,6.0,4,7,3,4,1,0.0,0.0,12.0,38,<=50K
41735,37,1,196307.0,0,6.0,2,0,0,4,1,0.0,0.0,40.0,38,<=50K
41736,14,3,87891.0,15,10.0,2,0,0,4,1,0.0,0.0,40.0,38,<=50K
41737,37,3,182314.0,10,16.0,2,3,0,4,1,0.0,1977.0,50.0,38,>50K
41738,38,3,136819.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,<=50K
41739,9,3,181666.0,7,12.0,2,0,3,4,0,0.0,0.0,40.0,38,<=50K
41740,20,3,179671.0,6,5.0,2,5,0,4,1,0.0,0.0,50.0,38,<=50K
41741,17,3,27494.0,11,9.0,0,2,1,0,1,0.0,0.0,48.0,38,>50K
41742,21,3,338320.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,1,<=50K
41743,34,3,199688.0,15,10.0,2,3,0,4,1,0.0,0.0,45.0,38,<=50K
41744,24,3,96635.0,11,9.0,4,3,1,1,1,0.0,0.0,60.0,38,<=50K
41745,7,3,165064.0,15,10.0,4,5,1,4,1,0.0,0.0,40.0,38,<=50K
41746,39,4,109856.0,9,13.0,2,3,0,4,1,15024.0,0.0,50.0,38,>50K
41747,16,3,82393.0,11,9.0,4,2,3,1,1,0.0,0.0,40.0,38,<=50K
41748,14,3,209538.0,0,6.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
41749,10,3,209891.0,15,10.0,4,5,1,2,1,0.0,0.0,50.0,38,<=50K
41750,15,5,56026.0,9,13.0,2,11,2,4,1,0.0,0.0,45.0,38,<=50K
41751,18,3,210844.0,7,12.0,2,3,0,4,1,0.0,0.0,40.0,32,<=50K
41752,26,3,117158.0,15,10.0,2,2,0,4,1,0.0,0.0,45.0,38,>50K
41753,23,3,193144.0,11,9.0,0,7,4,4,0,0.0,0.0,36.0,38,<=50K
41754,2,5,137578.0,11,9.0,4,7,3,4,1,0.0,0.0,53.0,38,<=50K
41755,6,3,234108.0,7,12.0,4,5,3,4,1,0.0,0.0,32.0,38,<=50K
41756,23,3,155767.0,11,9.0,5,6,4,4,1,0.0,0.0,40.0,38,<=50K
41757,42,3,110820.0,11,9.0,0,2,1,4,1,0.0,0.0,38.0,38,>50K
41758,26,3,403276.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41759,26,5,147269.0,0,6.0,2,2,0,4,1,0.0,0.0,60.0,38,<=50K
41760,36,3,123092.0,11,9.0,6,6,1,4,0,0.0,0.0,40.0,38,<=50K
41761,9,3,165673.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,<=50K
41762,51,4,182131.0,15,10.0,2,3,0,4,1,10605.0,0.0,20.0,38,>50K
41763,24,3,204415.0,9,13.0,2,11,0,4,1,0.0,0.0,48.0,38,>50K
41764,15,5,92531.0,11,9.0,0,2,4,4,1,0.0,0.0,40.0,38,<=50K
41765,8,6,157028.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,<=50K
41766,3,3,228649.0,11,9.0,4,7,3,4,1,0.0,0.0,40.0,38,<=50K
41767,5,3,147253.0,15,10.0,4,7,1,4,1,0.0,0.0,15.0,38,<=50K
41768,16,3,160784.0,0,6.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41769,9,1,163189.0,15,10.0,2,7,2,4,1,0.0,0.0,40.0,38,<=50K
41770,12,3,146343.0,11,9.0,4,7,4,2,0,0.0,0.0,25.0,38,<=50K
41771,3,3,225811.0,11,9.0,4,11,3,4,0,0.0,0.0,23.0,38,<=50K
41772,51,6,202699.0,12,14.0,2,9,0,4,1,0.0,2377.0,42.0,38,>50K
41773,41,3,374108.0,15,10.0,0,9,4,4,0,0.0,0.0,40.0,38,<=50K
41774,15,3,93930.0,11,9.0,0,6,1,4,1,0.0,0.0,40.0,38,<=50K
41775,6,3,412248.0,7,12.0,4,7,1,4,0,0.0,0.0,25.0,38,<=50K
41776,13,3,427474.0,6,5.0,2,7,0,4,1,0.0,0.0,40.0,25,<=50K
41777,50,6,160158.0,15,10.0,2,4,0,4,1,0.0,0.0,8.0,38,<=50K
41778,9,3,159603.0,7,12.0,4,0,4,4,0,0.0,0.0,32.0,38,<=50K
41779,36,5,101017.0,11,9.0,2,3,0,4,1,0.0,0.0,35.0,38,<=50K
41780,10,1,163862.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,<=50K
41781,12,7,212588.0,15,10.0,2,4,3,4,1,0.0,0.0,65.0,38,<=50K
41782,21,6,321943.0,10,16.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
41783,0,3,317702.0,6,5.0,4,7,3,2,0,0.0,0.0,40.0,38,<=50K
41784,31,3,287480.0,12,14.0,2,12,0,4,1,0.0,0.0,40.0,38,>50K
41785,35,3,135607.0,15,10.0,6,7,4,2,0,0.0,0.0,40.0,38,<=50K
41786,11,3,168514.0,7,12.0,2,3,5,4,0,0.0,0.0,40.0,38,<=50K
41787,1,3,88642.0,15,10.0,4,11,3,4,1,0.0,0.0,15.0,38,<=50K
41788,11,3,227104.0,15,10.0,0,11,1,4,1,0.0,0.0,30.0,38,<=50K
41789,17,3,157289.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41790,45,3,213321.0,11,9.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
41791,29,3,294907.0,4,3.0,2,6,0,4,1,0.0,0.0,40.0,25,<=50K
41792,13,3,251411.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,<=50K
41793,3,3,183594.0,15,10.0,4,13,3,4,1,0.0,0.0,40.0,38,<=50K
41794,12,3,189565.0,11,9.0,4,3,1,4,1,2174.0,0.0,50.0,38,<=50K
41795,38,3,217802.0,15,10.0,2,0,0,2,1,0.0,0.0,25.0,38,<=50K
41796,3,3,388156.0,15,10.0,4,9,3,4,1,0.0,0.0,24.0,38,<=50K
41797,37,3,447555.0,0,6.0,2,13,0,2,1,0.0,0.0,40.0,38,<=50K
41798,10,3,204098.0,0,6.0,4,2,1,4,1,0.0,0.0,30.0,38,<=50K
41799,26,3,193882.0,15,10.0,4,0,1,4,1,0.0,0.0,55.0,38,<=50K
41800,0,3,89870.0,0,6.0,4,9,3,4,1,0.0,0.0,40.0,38,<=50K
41801,31,6,49595.0,12,14.0,0,10,1,4,1,0.0,0.0,72.0,38,<=50K
41802,17,3,228873.0,9,13.0,4,3,3,4,1,0.0,0.0,40.0,38,<=50K
41803,49,3,108185.0,6,5.0,2,9,0,2,1,0.0,0.0,40.0,38,<=50K
41804,12,3,176027.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,<=50K
41805,26,3,405374.0,15,10.0,5,9,1,2,1,0.0,0.0,40.0,38,<=50K
41806,20,3,39606.0,8,11.0,0,11,4,4,0,0.0,0.0,40.0,38,<=50K
41807,39,3,178353.0,15,10.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
41808,41,3,160662.0,0,6.0,2,2,0,4,1,0.0,0.0,40.0,38,>50K
41809,37,4,196328.0,9,13.0,2,11,0,2,1,0.0,0.0,40.0,22,<=50K
41810,28,3,20534.0,15,10.0,5,2,1,4,1,0.0,0.0,41.0,38,<=50K
41811,12,4,156815.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
41812,9,3,360252.0,7,12.0,2,0,5,4,0,0.0,0.0,40.0,38,<=50K
41813,26,3,245056.0,11,9.0,2,0,0,2,1,0.0,0.0,40.0,38,>50K
41814,16,1,422718.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
41815,28,5,118081.0,15,10.0,2,7,0,4,1,3103.0,0.0,42.0,38,<=50K
41816,8,3,262978.0,15,10.0,4,11,1,4,1,0.0,0.0,30.0,38,<=50K
41817,8,3,187577.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
41818,52,3,259323.0,14,15.0,0,9,1,4,1,0.0,0.0,5.0,38,<=50K
41819,20,3,160920.0,7,12.0,2,0,0,4,1,0.0,0.0,40.0,38,<=50K
41820,3,3,194247.0,11,9.0,4,3,1,4,1,0.0,0.0,25.0,38,<=50K
41821,22,3,134367.0,12,14.0,2,9,5,4,0,0.0,1977.0,24.0,38,>50K
41822,0,3,123335.0,0,6.0,4,11,3,4,0,0.0,0.0,20.0,38,<=50K
41823,10,1,332249.0,11,9.0,4,4,3,4,1,0.0,0.0,40.0,38,<=50K
41824,9,3,358124.0,11,9.0,4,7,2,2,0,0.0,0.0,40.0,38,<=50K
41825,38,3,208019.0,4,3.0,2,6,0,4,1,0.0,0.0,40.0,25,<=50K
41826,22,3,318452.0,1,7.0,2,9,0,4,1,0.0,0.0,60.0,38,<=50K
41827,24,3,207779.0,11,9.0,5,7,1,4,0,0.0,0.0,40.0,38,<=50K
41828,17,3,238376.0,3,2.0,2,2,0,4,1,0.0,0.0,40.0,25,<=50K
41829,34,3,673764.0,8,11.0,2,3,0,4,1,0.0,0.0,50.0,38,>50K
41830,50,6,239705.0,10,16.0,2,9,0,2,1,0.0,0.0,12.0,38,<=50K
41831,23,3,133974.0,15,10.0,0,6,3,4,1,0.0,0.0,40.0,38,<=50K
41832,41,3,138285.0,7,12.0,2,2,0,4,1,0.0,1740.0,40.0,38,<=50K
41833,6,3,152140.0,11,9.0,4,11,1,4,0,0.0,0.0,40.0,38,<=50K
41834,28,1,287920.0,12,14.0,2,9,0,4,1,0.0,0.0,50.0,38,>50K
41835,34,3,289572.0,9,13.0,2,11,0,4,1,7688.0,0.0,50.0,38,>50K
41836,26,6,78765.0,15,10.0,0,3,4,4,1,0.0,0.0,40.0,38,<=50K
41837,8,6,99076.0,9,13.0,4,7,1,4,0,2597.0,0.0,50.0,38,<=50K
41838,19,5,224886.0,9,13.0,2,3,0,4,1,2407.0,0.0,40.0,38,<=50K
41839,41,3,206532.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,<=50K
41840,16,3,129529.0,11,9.0,0,6,1,4,1,0.0,0.0,40.0,38,<=50K
41841,43,1,202473.0,8,11.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
41842,7,3,162312.0,11,9.0,4,11,3,1,1,0.0,0.0,40.0,34,<=50K
41843,28,3,72844.0,11,9.0,0,3,1,4,0,0.0,0.0,46.0,38,<=50K
41844,32,3,206947.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,<=50K
41845,2,3,64112.0,2,8.0,4,0,1,4,0,0.0,0.0,40.0,38,<=50K
41846,17,6,20057.0,15,10.0,3,0,4,1,0,0.0,0.0,38.0,29,<=50K
41847,25,6,222884.0,9,13.0,0,0,1,4,1,0.0,0.0,40.0,38,<=50K
41848,8,3,132683.0,11,9.0,4,8,1,4,0,0.0,0.0,50.0,38,<=50K
41849,56,3,177773.0,11,9.0,2,9,0,4,1,0.0,0.0,15.0,38,<=50K
41850,42,5,144071.0,4,3.0,2,7,0,4,1,2580.0,0.0,15.0,7,<=50K
41851,11,3,148429.0,11,9.0,2,6,0,4,1,2885.0,0.0,40.0,38,<=50K
41852,2,3,168601.0,1,7.0,4,7,2,4,1,0.0,0.0,30.0,38,<=50K
41853,14,6,78291.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,<=50K
41854,41,0,243929.0,9,13.0,4,9,1,4,1,0.0,0.0,48.0,38,<=50K
41855,4,3,215039.0,11,9.0,4,2,3,4,1,0.0,0.0,13.0,38,<=50K
41856,30,5,185673.0,11,9.0,2,3,0,4,1,0.0,0.0,50.0,38,>50K
41857,13,3,121142.0,9,13.0,4,11,1,4,1,0.0,0.0,40.0,38,>50K
41858,24,3,173858.0,5,4.0,2,2,0,1,1,0.0,0.0,40.0,2,<=50K
41859,42,3,87247.0,0,6.0,0,9,1,4,0,0.0,0.0,40.0,8,<=50K
41860,26,3,334991.0,15,10.0,5,13,4,4,1,4934.0,0.0,51.0,38,>50K
41861,31,3,93476.0,11,9.0,5,0,1,4,0,0.0,2001.0,40.0,38,<=50K
41862,27,3,174283.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,>50K
41863,27,3,128676.0,15,10.0,4,0,1,2,0,0.0,0.0,40.0,38,<=50K
41864,7,3,205844.0,9,13.0,4,3,3,2,0,0.0,0.0,40.0,38,<=50K
41865,11,3,62535.0,11,9.0,2,2,0,4,1,0.0,0.0,43.0,38,<=50K
41866,33,3,240612.0,11,9.0,3,3,4,4,0,0.0,0.0,10.0,38,<=50K
41867,16,3,176992.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,>50K
41868,6,1,254127.0,9,13.0,4,9,2,4,0,0.0,0.0,50.0,38,<=50K
41869,13,3,138744.0,11,9.0,4,9,3,4,1,0.0,0.0,40.0,38,<=50K
41870,29,3,128460.0,0,6.0,2,5,0,4,1,0.0,0.0,40.0,38,<=50K
41871,4,6,56582.0,15,10.0,4,12,3,4,1,0.0,0.0,10.0,38,<=50K
41872,35,3,153751.0,6,5.0,5,7,1,2,0,0.0,0.0,30.0,38,<=50K
41873,9,3,284343.0,9,13.0,4,9,1,4,1,0.0,0.0,50.0,38,<=50K
